time,FPS,appCPU (us),renderCPU (us),appGPU (us),VRAM (MB),VRAM (%)
2025-02-04 19:48:39 +0200,4.0,258417,271,905,2954,19
2025-02-04 19:48:40 +0200,15.0,62224,268,895,2954,19
2025-02-04 19:48:41 +0200,22.0,41110,281,891,2954,19
2025-02-04 19:48:42 +0200,21.0,42536,270,906,2954,19
2025-02-04 19:48:44 +0200,22.0,41097,292,845,2954,19
2025-02-04 19:48:45 +0200,18.0,53366,277,858,2954,19
2025-02-04 19:48:46 +0200,22.0,41846,365,868,2973,19
2025-02-04 19:48:47 +0200,4.0,290481,397,876,2967,19
2025-02-04 19:48:48 +0200,14.0,65337,352,806,3546,23
2025-02-04 19:48:49 +0200,19.0,46365,335,890,4222,27
2025-02-04 19:48:50 +0200,16.0,60365,312,858,5012,32
2025-02-04 19:48:51 +0200,18.0,52774,299,828,5721,37
2025-02-04 19:48:52 +0200,21.0,45561,304,866,6471,42
2025-02-04 19:48:53 +0200,22.0,41136,315,897,7295,47
2025-02-04 19:48:54 +0200,22.0,42083,312,880,7302,47
2025-02-04 19:48:55 +0200,22.0,41095,344,913,7867,51
2025-02-04 19:48:56 +0200,22.0,40769,341,946,3254,21
2025-02-04 19:48:57 +0200,2.0,691118,389,1003,4088,26
2025-02-04 19:48:59 +0200,14.0,71545,4587,5310,3233,21
2025-02-04 19:49:00 +0200,57.0,11003,3351,9379,6398,41
2025-02-04 19:49:01 +0200,90.0,3713,2245,8877,6398,41
2025-02-04 19:49:02 +0200,90.0,3676,2213,8679,6398,41
2025-02-04 19:49:03 +0200,91.0,3606,2127,8852,6410,41
2025-02-04 19:49:04 +0200,90.0,4358,2810,9395,7126,46
2025-02-04 19:49:05 +0200,91.0,6947,5148,10455,7328,47
2025-02-04 19:49:06 +0200,91.0,8166,6299,10485,8339,54
2025-02-04 19:49:07 +0200,90.0,8495,6599,10463,8684,56
2025-02-04 19:49:08 +0200,91.0,9010,7067,10470,8684,56
2025-02-04 19:49:09 +0200,91.0,9089,7124,10480,8848,57
2025-02-04 19:49:10 +0200,90.0,8479,6496,10480,8849,57
2025-02-04 19:49:11 +0200,90.0,8361,6354,10511,8849,57
2025-02-04 19:49:12 +0200,90.0,8408,6361,10504,8849,57
2025-02-04 19:49:13 +0200,91.0,8345,6401,10511,8849,57
2025-02-04 19:49:14 +0200,91.0,8349,6430,10520,8849,57
2025-02-04 19:49:15 +0200,90.0,8201,6205,10568,8849,57
2025-02-04 19:49:16 +0200,90.0,8320,6244,10506,8849,57
2025-02-04 19:49:17 +0200,90.0,8223,6209,10507,8849,57
2025-02-04 19:49:18 +0200,91.0,8093,6116,10496,8849,57
2025-02-04 19:49:19 +0200,89.0,8472,6402,10567,8856,57
2025-02-04 19:49:20 +0200,91.0,9789,7850,10501,8856,57
2025-02-04 19:49:21 +0200,90.0,9898,7968,10478,8856,57
2025-02-04 19:49:22 +0200,91.0,10073,8131,10490,8856,57
2025-02-04 19:49:23 +0200,90.0,10218,8190,10466,8856,57
2025-02-04 19:49:24 +0200,91.0,10087,8130,10487,8856,57
2025-02-04 19:49:25 +0200,90.0,10229,8251,10559,8856,57
2025-02-04 19:49:26 +0200,90.0,9979,8057,10459,8856,57
2025-02-04 19:49:27 +0200,91.0,10125,8165,10476,8856,57
2025-02-04 19:49:28 +0200,91.0,9859,7924,10503,8856,57
2025-02-04 19:49:29 +0200,89.0,9954,7995,10636,8983,58
2025-02-04 19:49:30 +0200,86.0,10807,8605,11045,9044,59
2025-02-04 19:49:31 +0200,89.0,10293,8175,10713,9044,59
2025-02-04 19:49:32 +0200,90.0,9855,7791,10485,9044,59
2025-02-04 19:49:33 +0200,90.0,10345,8268,10510,9045,59
2025-02-04 19:49:34 +0200,91.0,10528,8287,10527,9045,59
2025-02-04 19:49:35 +0200,88.0,10947,8639,10676,9045,59
2025-02-04 19:49:36 +0200,88.0,11043,8785,10758,9046,59
2025-02-04 19:49:37 +0200,86.0,11186,8865,10978,9161,59
2025-02-04 19:49:38 +0200,88.0,11084,8781,10693,9162,59
2025-02-04 19:49:39 +0200,86.0,11286,8973,10999,9162,59
2025-02-04 19:49:40 +0200,91.0,10879,8262,10531,9163,59
2025-02-04 19:49:41 +0200,89.0,10818,8356,10555,9164,59
2025-02-04 19:49:42 +0200,88.0,10951,8643,10698,9196,60
2025-02-04 19:49:43 +0200,88.0,10914,8584,10740,9204,60
2025-02-04 19:49:44 +0200,86.0,11128,8647,11013,9235,60
2025-02-04 19:49:45 +0200,86.0,11239,8758,10896,9247,60
2025-02-04 19:49:46 +0200,86.0,11133,8747,11091,9255,60
2025-02-04 19:49:47 +0200,87.0,11204,8806,10814,9257,60
2025-02-04 19:49:48 +0200,84.0,11415,9055,11070,9260,60
2025-02-04 19:49:49 +0200,80.0,11781,9440,11521,9262,60
2025-02-04 19:49:50 +0200,84.0,11208,8956,11038,9265,60
2025-02-04 19:49:51 +0200,90.0,10720,8498,10597,9267,60
2025-02-04 19:49:52 +0200,88.0,10823,8530,10694,9272,60
2025-02-04 19:49:53 +0200,88.0,10899,8570,10792,9275,60
2025-02-04 19:49:54 +0200,90.0,10470,8164,10583,9277,60
2025-02-04 19:49:55 +0200,90.0,9916,7501,10511,9280,60
2025-02-04 19:49:56 +0200,90.0,10070,7516,10512,9281,60
2025-02-04 19:49:57 +0200,89.0,10420,7970,10595,9286,60
2025-02-04 19:49:58 +0200,90.0,10251,7961,10538,9290,60
2025-02-04 19:49:59 +0200,84.0,11550,8207,10588,9292,60
