time,FPS,appCPU (us),renderCPU (us),appGPU (us),VRAM (MB),VRAM (%)
2025-01-29 22:44:04 +0200,90.0,11104,6064,8425,10617,69
2025-01-29 22:44:05 +0200,91.0,11110,6029,8606,10618,69
2025-01-29 22:44:06 +0200,91.0,11102,5953,8928,10618,69
2025-01-29 22:44:07 +0200,90.0,11113,5647,8380,10618,69
2025-01-29 22:44:08 +0200,90.0,11106,6182,8644,10618,69
2025-01-29 22:44:09 +0200,91.0,11108,6615,8791,10618,69
2025-01-29 22:44:10 +0200,91.0,11107,6824,8663,10618,69
2025-01-29 22:44:11 +0200,91.0,11111,6648,8571,8638,56
2025-01-29 22:44:12 +0200,90.0,11120,6674,8742,8640,56
2025-01-29 22:44:13 +0200,91.0,11110,6534,8949,8691,56
2025-01-29 22:44:14 +0200,91.0,11097,6390,8995,8694,56
2025-01-29 22:44:15 +0200,91.0,11100,6573,8965,8725,57
2025-01-29 22:44:16 +0200,90.0,11109,6526,8563,8730,57
2025-01-29 22:44:17 +0200,91.0,11105,6948,8633,8730,57
2025-01-29 22:44:18 +0200,90.0,11127,7591,9082,8773,57
2025-01-29 22:44:19 +0200,91.0,11093,7679,9163,8805,57
2025-01-29 22:44:20 +0200,90.0,11106,7870,9353,8806,57
2025-01-29 22:44:21 +0200,91.0,11104,7932,9358,8827,57
2025-01-29 22:44:22 +0200,90.0,11108,6640,8495,8828,57
2025-01-29 22:44:23 +0200,91.0,11106,4934,8279,8829,57
2025-01-29 22:44:24 +0200,91.0,11114,4603,8095,8862,57
2025-01-29 22:44:25 +0200,90.0,11102,5216,8043,8919,58
2025-01-29 22:44:26 +0200,91.0,11112,6930,8692,8919,58
2025-01-29 22:44:27 +0200,91.0,11109,6729,8800,8920,58
2025-01-29 22:44:28 +0200,90.0,11108,6217,8636,8920,58
2025-01-29 22:44:29 +0200,91.0,11119,6327,8751,8922,58
2025-01-29 22:44:30 +0200,91.0,11091,6235,8873,8932,58
2025-01-29 22:44:31 +0200,91.0,11101,6335,8949,8932,58
2025-01-29 22:44:32 +0200,90.0,11111,6445,9129,8936,58
2025-01-29 22:44:33 +0200,90.0,11098,6687,9366,8938,58
2025-01-29 22:44:34 +0200,90.0,11116,6766,9278,8941,58
2025-01-29 22:44:35 +0200,91.0,11107,7051,9369,8941,58
2025-01-29 22:44:36 +0200,90.0,11113,6952,9272,8941,58
2025-01-29 22:44:37 +0200,90.0,11116,6537,9211,8943,58
2025-01-29 22:44:38 +0200,91.0,11094,5967,9225,8943,58
2025-01-29 22:44:39 +0200,90.0,11113,5418,9351,8943,58
2025-01-29 22:44:40 +0200,91.0,11092,5430,9669,8942,58
2025-01-29 22:44:41 +0200,90.0,11124,4506,8823,8942,58
2025-01-29 22:44:42 +0200,90.0,11106,4638,8205,8952,58
2025-01-29 22:44:43 +0200,90.0,11104,6458,8632,8953,58
2025-01-29 22:44:44 +0200,90.0,11108,6751,8846,8953,58
2025-01-29 22:44:45 +0200,90.0,11103,6867,9095,8954,58
2025-01-29 22:44:46 +0200,90.0,11116,6714,9007,8954,58
2025-01-29 22:44:47 +0200,91.0,11108,6906,9185,8955,58
2025-01-29 22:44:48 +0200,91.0,11098,7206,9344,8955,58
2025-01-29 22:44:49 +0200,90.0,11107,7447,9447,8975,58
2025-01-29 22:44:50 +0200,91.0,11115,6923,9152,8986,58
2025-01-29 22:44:51 +0200,90.0,11108,6598,9138,8986,58
2025-01-29 22:44:52 +0200,90.0,11107,6277,8827,8987,58
2025-01-29 22:44:53 +0200,91.0,11108,7011,9133,8991,58
2025-01-29 22:44:54 +0200,91.0,11125,6741,9059,8992,58
2025-01-29 22:44:55 +0200,91.0,11091,6106,8725,9006,58
2025-01-29 22:44:56 +0200,90.0,11114,5818,8687,9008,58
2025-01-29 22:44:57 +0200,91.0,11102,5700,8613,9008,58
2025-01-29 22:44:58 +0200,90.0,11105,5156,8196,9009,58
2025-01-29 22:44:59 +0200,91.0,11108,5160,8107,9009,58
2025-01-29 22:45:00 +0200,90.0,11111,5260,8207,9010,58
2025-01-29 22:45:01 +0200,91.0,11106,5487,8532,9011,58
2025-01-29 22:45:02 +0200,91.0,11103,5957,8949,9012,58
2025-01-29 22:45:03 +0200,91.0,11098,5939,9135,9013,58
2025-01-29 22:45:04 +0200,90.0,11102,6235,9501,9014,58
2025-01-29 22:45:05 +0200,90.0,11117,6309,9546,9014,58
2025-01-29 22:45:06 +0200,90.0,11118,6556,9604,9015,58
2025-01-29 22:45:07 +0200,91.0,11111,6307,9239,9015,58
2025-01-29 22:45:08 +0200,90.0,11102,5976,8817,9015,58
2025-01-29 22:45:09 +0200,91.0,11110,5939,8745,9015,58
2025-01-29 22:45:10 +0200,90.0,11108,5832,8639,9015,58
2025-01-29 22:45:11 +0200,91.0,11103,5189,8270,9015,58
2025-01-29 22:45:12 +0200,90.0,11106,5236,8326,9015,58
2025-01-29 22:45:13 +0200,90.0,11111,5272,8293,9015,58
2025-01-29 22:45:14 +0200,91.0,11123,5380,8377,9016,58
2025-01-29 22:45:15 +0200,90.0,11110,5433,8496,9016,58
2025-01-29 22:45:16 +0200,91.0,11091,5591,8914,9016,58
2025-01-29 22:45:17 +0200,90.0,11110,5424,8500,9016,58
2025-01-29 22:45:18 +0200,91.0,11102,5978,8762,9016,59
2025-01-29 22:45:19 +0200,90.0,11109,6361,8902,9016,59
2025-01-29 22:45:20 +0200,91.0,11105,6624,8889,9016,59
2025-01-29 22:45:21 +0200,91.0,11113,6033,8281,9016,59
2025-01-29 22:45:22 +0200,90.0,11111,5881,8157,9016,59
2025-01-29 22:45:23 +0200,91.0,11106,5718,8114,9016,59
2025-01-29 22:45:24 +0200,91.0,11111,5807,8227,9016,59
2025-01-29 22:45:25 +0200,90.0,11105,5867,8486,9016,59
2025-01-29 22:45:26 +0200,91.0,11107,5185,8569,9016,59
2025-01-29 22:45:27 +0200,90.0,11102,5342,8644,9016,59
2025-01-29 22:45:28 +0200,86.0,11620,5652,8346,9017,59
2025-01-29 22:45:29 +0200,91.0,11112,5716,8438,9017,59
