time,FPS,appCPU (us),renderCPU (us),appGPU (us),VRAM (MB),VRAM (%)
2025-01-31 22:39:18 +0200,91.0,11101,2768,6951,7033,46
2025-01-31 22:39:19 +0200,90.0,11118,2443,6058,7033,46
2025-01-31 22:39:20 +0200,91.0,11109,2482,6474,7033,46
2025-01-31 22:39:21 +0200,91.0,11102,2820,6479,7034,46
2025-01-31 22:39:22 +0200,91.0,11101,2846,6985,7034,46
2025-01-31 22:39:23 +0200,90.0,11108,2742,6791,7034,46
2025-01-31 22:39:24 +0200,90.0,11110,4785,6702,7034,46
2025-01-31 22:39:25 +0200,90.0,11108,4740,6670,7034,46
2025-01-31 22:39:26 +0200,91.0,11113,4884,6713,7035,46
2025-01-31 22:39:27 +0200,91.0,11104,4908,6734,7035,46
2025-01-31 22:39:28 +0200,90.0,11111,5076,6889,7035,46
2025-01-31 22:39:29 +0200,91.0,11108,4977,7123,7035,46
2025-01-31 22:39:30 +0200,91.0,11104,4916,6963,7035,46
2025-01-31 22:39:31 +0200,90.0,11111,4913,6834,7035,46
2025-01-31 22:39:32 +0200,91.0,11104,4910,6944,7036,46
2025-01-31 22:39:33 +0200,91.0,11092,4850,6948,7037,46
2025-01-31 22:39:34 +0200,90.0,11121,3367,5863,7037,46
2025-01-31 22:39:35 +0200,90.0,11118,3591,5908,7037,46
2025-01-31 22:39:36 +0200,91.0,11098,3633,6178,7042,46
2025-01-31 22:39:37 +0200,91.0,11129,3636,6248,7043,46
2025-01-31 22:39:38 +0200,91.0,11090,3723,5866,7043,46
2025-01-31 22:39:39 +0200,91.0,11111,3625,6235,7043,46
2025-01-31 22:39:40 +0200,90.0,11105,3557,6361,7043,46
2025-01-31 22:39:41 +0200,90.0,11112,3700,6397,7043,46
2025-01-31 22:39:42 +0200,83.0,12038,5079,7409,7042,46
2025-01-31 22:39:43 +0200,90.0,11100,5589,8737,7042,46
2025-01-31 22:39:44 +0200,90.0,11114,5631,8733,7044,46
2025-01-31 22:39:45 +0200,90.0,11113,5694,8829,7045,46
2025-01-31 22:39:46 +0200,91.0,11097,5858,8857,7046,46
2025-01-31 22:39:47 +0200,90.0,11112,5600,8668,7047,46
2025-01-31 22:39:48 +0200,91.0,11108,5644,8722,7047,46
2025-01-31 22:39:49 +0200,90.0,11108,5671,8702,7048,46
2025-01-31 22:39:50 +0200,91.0,11104,5763,8708,7050,46
2025-01-31 22:39:51 +0200,90.0,11115,5837,8735,7050,46
2025-01-31 22:39:52 +0200,90.0,11105,5875,8734,7052,46
2025-01-31 22:39:53 +0200,91.0,11112,5620,8698,7053,46
2025-01-31 22:39:54 +0200,91.0,11121,5586,8726,7054,46
2025-01-31 22:39:55 +0200,90.0,11092,5882,8664,7055,46
2025-01-31 22:39:56 +0200,91.0,11103,5606,8906,7057,46
2025-01-31 22:39:57 +0200,91.0,11112,5430,8672,7058,46
2025-01-31 22:39:58 +0200,91.0,11099,5481,8820,7060,46
2025-01-31 22:39:59 +0200,90.0,11108,5415,8714,7062,46
2025-01-31 22:40:00 +0200,91.0,11114,5071,8476,7063,46
2025-01-31 22:40:01 +0200,90.0,11105,5129,8590,7064,46
2025-01-31 22:40:02 +0200,91.0,11107,5383,8685,7064,46
2025-01-31 22:40:03 +0200,91.0,11111,5676,8880,7065,46
2025-01-31 22:40:04 +0200,90.0,11104,5482,8877,7066,46
2025-01-31 22:40:05 +0200,91.0,11104,5494,9037,6937,45
2025-01-31 22:40:06 +0200,90.0,11108,5509,8955,6938,45
2025-01-31 22:40:07 +0200,91.0,11097,5677,9148,6939,45
2025-01-31 22:40:08 +0200,90.0,11113,5708,9176,6941,45
2025-01-31 22:40:09 +0200,91.0,11105,5909,9394,6941,45
2025-01-31 22:40:10 +0200,91.0,11113,6008,9635,6942,45
2025-01-31 22:40:11 +0200,90.0,11127,5603,9418,6943,45
2025-01-31 22:40:12 +0200,90.0,11105,5632,9619,6944,45
2025-01-31 22:40:13 +0200,91.0,11100,5177,9165,6945,45
2025-01-31 22:40:14 +0200,91.0,11109,4677,8732,6945,45
2025-01-31 22:40:15 +0200,91.0,11100,4643,8571,6946,45
2025-01-31 22:40:16 +0200,90.0,11109,4508,8328,6948,45
2025-01-31 22:40:17 +0200,91.0,11113,4577,8365,6949,45
2025-01-31 22:40:18 +0200,90.0,11104,4564,8385,6951,45
2025-01-31 22:40:19 +0200,91.0,11102,4680,8421,6951,45
2025-01-31 22:40:20 +0200,90.0,11110,4798,8452,6952,45
2025-01-31 22:40:21 +0200,91.0,11108,4784,8395,6952,45
2025-01-31 22:40:22 +0200,90.0,11111,4942,8532,6953,45
2025-01-31 22:40:23 +0200,91.0,11107,5368,8435,6953,45
2025-01-31 22:40:24 +0200,90.0,11108,5210,8107,6953,45
2025-01-31 22:40:25 +0200,90.0,11109,5588,8204,6954,45
2025-01-31 22:40:26 +0200,90.0,11106,5784,8180,6954,45
2025-01-31 22:40:27 +0200,90.0,11110,5722,8258,6955,45
2025-01-31 22:40:28 +0200,90.0,11107,5928,7974,6955,45
2025-01-31 22:40:29 +0200,91.0,11101,6130,8105,6955,45
2025-01-31 22:40:30 +0200,90.0,11111,6185,8792,6956,45
2025-01-31 22:40:31 +0200,91.0,11110,6213,9202,6956,45
2025-01-31 22:40:32 +0200,91.0,11118,6058,9313,6957,45
2025-01-31 22:40:33 +0200,91.0,11098,6069,9358,6957,45
2025-01-31 22:40:34 +0200,91.0,11097,5991,9378,6957,45
2025-01-31 22:40:35 +0200,91.0,11110,5718,9245,6957,45
2025-01-31 22:40:36 +0200,90.0,11115,5314,8641,6957,45
2025-01-31 22:40:37 +0200,91.0,11103,5626,8711,6957,45
2025-01-31 22:40:38 +0200,90.0,11107,5399,8527,6958,45
2025-01-31 22:40:39 +0200,90.0,11112,5962,9036,6958,45
2025-01-31 22:40:40 +0200,91.0,11103,5826,9250,6959,45
2025-01-31 22:40:41 +0200,91.0,11105,5730,9407,6960,45
2025-01-31 22:40:42 +0200,90.0,11108,5551,9393,6961,45
2025-01-31 22:40:43 +0200,91.0,11103,5753,9590,6961,45
2025-01-31 22:40:44 +0200,91.0,11116,5306,9470,6961,45
2025-01-31 22:40:45 +0200,91.0,11103,4954,9075,6961,45
2025-01-31 22:40:46 +0200,90.0,11106,5080,8815,6961,45
2025-01-31 22:40:47 +0200,90.0,11107,5114,8358,6961,45
2025-01-31 22:40:48 +0200,91.0,11131,5158,8301,6962,45
2025-01-31 22:40:49 +0200,91.0,11090,5032,8332,6962,45
2025-01-31 22:40:50 +0200,91.0,11106,4925,8167,6962,45
2025-01-31 22:40:51 +0200,90.0,11108,5328,8200,6963,45
2025-01-31 22:40:52 +0200,90.0,11112,5213,8053,6964,45
2025-01-31 22:40:53 +0200,90.0,11109,5703,8355,6964,45
2025-01-31 22:40:54 +0200,90.0,11102,6083,8841,6964,45
2025-01-31 22:40:55 +0200,91.0,11100,6049,9353,6964,45
2025-01-31 22:40:56 +0200,90.0,11110,5843,9441,6965,45
2025-01-31 22:40:57 +0200,91.0,11109,5940,9486,6965,45
2025-01-31 22:40:58 +0200,90.0,11110,5932,9605,6965,45
2025-01-31 22:40:59 +0200,90.0,11109,5407,9240,6965,45
2025-01-31 22:41:00 +0200,91.0,11104,5344,9254,6966,45
2025-01-31 22:41:01 +0200,91.0,11110,5278,9231,6966,45
2025-01-31 22:41:02 +0200,91.0,11114,4829,8882,6967,45
2025-01-31 22:41:03 +0200,90.0,11104,4412,8442,6967,45
2025-01-31 22:41:04 +0200,91.0,11105,4580,8216,6967,45
2025-01-31 22:41:05 +0200,90.0,11114,5037,8337,6967,45
2025-01-31 22:41:06 +0200,90.0,11102,5673,8499,6968,45
2025-01-31 22:41:07 +0200,91.0,11103,5877,8663,6968,45
2025-01-31 22:41:08 +0200,90.0,11111,5870,8567,6968,45
2025-01-31 22:41:09 +0200,90.0,11112,5961,8613,6969,45
2025-01-31 22:41:10 +0200,91.0,11114,6234,9042,6969,45
2025-01-31 22:41:11 +0200,90.0,11106,5967,9199,6969,45
2025-01-31 22:41:12 +0200,91.0,11095,5896,9467,6969,45
2025-01-31 22:41:13 +0200,91.0,11100,5318,9279,6969,45
2025-01-31 22:41:14 +0200,90.0,11120,5269,9296,6969,45
2025-01-31 22:41:15 +0200,91.0,11107,5312,9351,6970,45
2025-01-31 22:41:16 +0200,91.0,11115,4637,8819,6971,45
2025-01-31 22:41:17 +0200,90.0,11103,5008,8628,6971,45
2025-01-31 22:41:18 +0200,91.0,11103,5231,8698,6971,45
2025-01-31 22:41:19 +0200,91.0,11104,5736,8669,6971,45
2025-01-31 22:41:20 +0200,90.0,11115,6184,8822,6971,45
2025-01-31 22:41:22 +0200,91.0,11121,6437,9016,6971,45
2025-01-31 22:41:23 +0200,91.0,11095,6328,9081,6971,45
2025-01-31 22:41:24 +0200,91.0,11104,5811,9077,6971,45
2025-01-31 22:41:25 +0200,91.0,11124,5546,9182,6972,45
2025-01-31 22:41:26 +0200,90.0,11102,5792,9378,6972,45
2025-01-31 22:41:27 +0200,90.0,11113,5715,9341,6972,45
2025-01-31 22:41:28 +0200,91.0,11086,5810,9528,6972,45
2025-01-31 22:41:29 +0200,90.0,11110,5333,9350,6972,45
2025-01-31 22:41:30 +0200,90.0,11107,5130,9455,6972,45
2025-01-31 22:41:31 +0200,91.0,11103,5270,9824,6972,45
2025-01-31 22:41:32 +0200,90.0,11109,4959,9516,6972,45
2025-01-31 22:41:33 +0200,91.0,11113,4672,9242,6972,45
2025-01-31 22:41:34 +0200,90.0,11111,4695,8435,6972,45
2025-01-31 22:41:35 +0200,90.0,11108,5823,8612,6973,45
2025-01-31 22:41:36 +0200,91.0,11109,5521,8196,5652,36
2025-01-31 22:41:37 +0200,91.0,11108,5458,8027,5652,36
2025-01-31 22:41:38 +0200,90.0,11108,5731,8108,5652,36
2025-01-31 22:41:39 +0200,90.0,11102,5703,8265,5653,36
2025-01-31 22:41:40 +0200,91.0,11106,6123,8688,5653,36
2025-01-31 22:41:41 +0200,90.0,11113,5777,8719,5657,37
2025-01-31 22:41:42 +0200,90.0,11108,5802,8919,5658,37
2025-01-31 22:41:43 +0200,91.0,11111,5652,8959,5658,37
2025-01-31 22:41:44 +0200,91.0,11103,5709,8971,5658,37
2025-01-31 22:41:45 +0200,91.0,11105,6134,9258,5659,37
2025-01-31 22:41:46 +0200,91.0,11125,5874,9090,5659,37
2025-01-31 22:41:47 +0200,91.0,11083,5959,9379,5660,37
2025-01-31 22:41:48 +0200,91.0,11112,6020,9655,5660,37
2025-01-31 22:41:49 +0200,91.0,11111,5345,9264,5660,37
2025-01-31 22:41:50 +0200,90.0,11119,4741,8700,5660,37
2025-01-31 22:41:51 +0200,91.0,11100,4813,8473,5661,37
2025-01-31 22:41:52 +0200,90.0,11103,4751,8542,5661,37
2025-01-31 22:41:53 +0200,90.0,11112,4560,8345,5661,37
2025-01-31 22:41:54 +0200,90.0,11106,4702,8387,5661,37
2025-01-31 22:41:55 +0200,91.0,11108,5004,8468,5661,37
2025-01-31 22:41:56 +0200,90.0,11111,5122,8407,5661,37
2025-01-31 22:41:57 +0200,91.0,11108,5291,8215,5661,37
2025-01-31 22:41:58 +0200,91.0,11113,5402,8109,5661,37
2025-01-31 22:41:59 +0200,90.0,11100,5771,8190,5662,37
2025-01-31 22:42:00 +0200,91.0,11106,6141,8279,5662,37
2025-01-31 22:42:01 +0200,90.0,11115,6039,8148,5662,37
2025-01-31 22:42:02 +0200,90.0,11100,6316,8512,5662,37
2025-01-31 22:42:03 +0200,91.0,11110,6147,8621,5662,37
2025-01-31 22:42:04 +0200,90.0,11105,6191,9025,5662,37
2025-01-31 22:42:05 +0200,91.0,11133,6151,9164,5662,37
2025-01-31 22:42:06 +0200,91.0,11074,6366,9407,5662,37
2025-01-31 22:42:07 +0200,90.0,11113,6189,9405,5663,37
2025-01-31 22:42:08 +0200,91.0,11110,6104,9329,5663,37
2025-01-31 22:42:09 +0200,91.0,11102,5497,9061,5663,37
2025-01-31 22:42:10 +0200,90.0,11112,5409,8594,5663,37
2025-01-31 22:42:11 +0200,90.0,11109,5361,8398,5663,37
2025-01-31 22:42:12 +0200,90.0,11105,5739,8667,5663,37
2025-01-31 22:42:13 +0200,91.0,11109,6097,9067,5663,37
2025-01-31 22:42:14 +0200,91.0,11105,6115,9262,5664,37
2025-01-31 22:42:15 +0200,91.0,11106,5692,9297,5664,37
2025-01-31 22:42:16 +0200,90.0,11116,5853,9515,5664,37
2025-01-31 22:42:17 +0200,91.0,11099,5450,9410,5665,37
2025-01-31 22:42:18 +0200,91.0,11104,5502,9405,5665,37
2025-01-31 22:42:19 +0200,90.0,11118,5357,9034,5665,37
2025-01-31 22:42:20 +0200,90.0,11110,5372,8583,5665,37
2025-01-31 22:42:21 +0200,91.0,11107,5248,8273,5665,37
2025-01-31 22:42:22 +0200,91.0,11114,5233,8245,5665,37
2025-01-31 22:42:23 +0200,90.0,11110,5356,8393,5665,37
2025-01-31 22:42:24 +0200,90.0,11106,5187,8214,5665,37
2025-01-31 22:42:25 +0200,91.0,11105,5380,8022,5666,37
2025-01-31 22:42:26 +0200,90.0,11111,5766,8217,5666,37
2025-01-31 22:42:27 +0200,91.0,11101,5963,8422,5666,37
2025-01-31 22:42:28 +0200,91.0,11097,6010,8865,5666,37
2025-01-31 22:42:29 +0200,90.0,11109,5985,9245,5666,37
2025-01-31 22:42:30 +0200,91.0,11105,6092,9499,5666,37
2025-01-31 22:42:31 +0200,90.0,11109,5905,9584,5666,37
2025-01-31 22:42:32 +0200,91.0,11114,5436,9089,5666,37
2025-01-31 22:42:33 +0200,90.0,11107,5434,9003,5667,37
2025-01-31 22:42:34 +0200,91.0,11097,5584,9301,5667,37
2025-01-31 22:42:35 +0200,91.0,11116,5503,9403,5667,37
2025-01-31 22:42:36 +0200,90.0,11110,4988,8947,5668,37
2025-01-31 22:42:37 +0200,91.0,11107,4421,8562,5668,37
2025-01-31 22:42:38 +0200,90.0,11105,4677,8211,5668,37
2025-01-31 22:42:39 +0200,90.0,11107,5136,8411,5668,37
2025-01-31 22:42:40 +0200,90.0,11115,5540,8451,5668,37
2025-01-31 22:42:41 +0200,91.0,11104,6129,8879,5668,37
2025-01-31 22:42:42 +0200,91.0,11113,6398,9005,5668,37
2025-01-31 22:42:43 +0200,90.0,11121,6482,8981,5668,37
2025-01-31 22:42:44 +0200,91.0,11079,6391,9100,5669,37
2025-01-31 22:42:45 +0200,90.0,11109,6211,9274,5669,37
2025-01-31 22:42:46 +0200,91.0,11117,6056,9434,5669,37
2025-01-31 22:42:47 +0200,91.0,11094,6169,9578,5669,37
2025-01-31 22:42:48 +0200,91.0,11103,5774,9377,5669,37
2025-01-31 22:42:49 +0200,90.0,11108,5643,9334,5669,37
2025-01-31 22:42:50 +0200,90.0,11119,5994,9644,5670,37
2025-01-31 22:42:51 +0200,91.0,11102,6735,9035,5674,37
2025-01-31 22:42:52 +0200,90.0,11112,5832,9200,5674,37
2025-01-31 22:42:53 +0200,91.0,11098,5625,9450,5677,37
2025-01-31 22:42:54 +0200,91.0,11112,5040,9180,5681,37
2025-01-31 22:42:55 +0200,90.0,11120,4769,8828,5681,37
2025-01-31 22:42:56 +0200,90.0,11102,4937,8497,5681,37
2025-01-31 22:42:57 +0200,91.0,11105,5262,8837,5682,37
2025-01-31 22:42:58 +0200,90.0,11110,5693,8748,5698,37
2025-01-31 22:42:59 +0200,90.0,11109,6229,9038,5698,37
2025-01-31 22:43:00 +0200,90.0,11104,6341,9043,5698,37
2025-01-31 22:43:01 +0200,91.0,11111,6429,9146,5698,37
2025-01-31 22:43:02 +0200,91.0,11125,5999,9131,5698,37
2025-01-31 22:43:03 +0200,91.0,11082,5643,9169,5698,37
2025-01-31 22:43:04 +0200,91.0,11116,5810,9364,5698,37
2025-01-31 22:43:05 +0200,91.0,11102,5666,9330,5688,37
2025-01-31 22:43:06 +0200,90.0,11105,5793,9447,5688,37
2025-01-31 22:43:07 +0200,91.0,11103,5702,9392,5688,37
2025-01-31 22:43:08 +0200,90.0,11116,5123,9343,5689,37
2025-01-31 22:43:09 +0200,91.0,11109,5180,9647,5689,37
2025-01-31 22:43:10 +0200,90.0,11116,5032,9503,5690,37
2025-01-31 22:43:11 +0200,91.0,11101,4811,9286,5690,37
2025-01-31 22:43:12 +0200,91.0,11114,4463,8708,5690,37
2025-01-31 22:43:13 +0200,90.0,11100,5414,8456,5690,37
2025-01-31 22:43:14 +0200,90.0,11111,5982,8457,5694,37
2025-01-31 22:43:15 +0200,91.0,11106,5833,8239,5694,37
2025-01-31 22:43:16 +0200,91.0,11116,5773,8063,5695,37
2025-01-31 22:43:17 +0200,90.0,11107,6396,8466,5695,37
2025-01-31 22:43:18 +0200,90.0,11109,6300,8643,5696,37
2025-01-31 22:43:19 +0200,91.0,11115,6110,8584,5701,37
2025-01-31 22:43:20 +0200,90.0,11112,6145,8798,5701,37
2025-01-31 22:43:21 +0200,91.0,11089,6027,8913,5702,37
2025-01-31 22:43:22 +0200,90.0,11106,5703,8890,5702,37
2025-01-31 22:43:23 +0200,91.0,11105,6018,9125,5725,37
2025-01-31 22:43:24 +0200,90.0,11107,5872,9142,5702,37
2025-01-31 22:43:25 +0200,90.0,11112,6050,9299,5702,37
2025-01-31 22:43:26 +0200,91.0,11094,6419,9774,5702,37
2025-01-31 22:43:27 +0200,90.0,11113,6231,9748,5702,37
2025-01-31 22:43:28 +0200,91.0,11119,5256,9123,5702,37
2025-01-31 22:43:29 +0200,91.0,11102,4965,8624,5703,37
2025-01-31 22:43:30 +0200,91.0,11109,4871,8455,5703,37
2025-01-31 22:43:31 +0200,91.0,11109,4806,8365,5703,37
2025-01-31 22:43:32 +0200,91.0,11117,5009,8486,5703,37
2025-01-31 22:43:33 +0200,90.0,11100,5193,8511,5703,37
2025-01-31 22:43:34 +0200,91.0,11105,5195,8543,5703,37
2025-01-31 22:43:35 +0200,91.0,11133,5455,8412,5703,37
2025-01-31 22:43:36 +0200,90.0,11109,5603,8111,5703,37
2025-01-31 22:43:37 +0200,91.0,11073,5986,8245,5704,37
2025-01-31 22:43:38 +0200,90.0,11121,6428,8390,5704,37
2025-01-31 22:43:39 +0200,91.0,11108,6406,8381,5704,37
2025-01-31 22:43:40 +0200,90.0,11099,6323,8328,5704,37
2025-01-31 22:43:41 +0200,91.0,11109,6502,8577,5704,37
2025-01-31 22:43:42 +0200,90.0,11110,6824,9085,5704,37
2025-01-31 22:43:43 +0200,90.0,11106,6599,9198,5704,37
2025-01-31 22:43:44 +0200,91.0,11110,6754,9458,5704,37
2025-01-31 22:43:45 +0200,91.0,11100,6821,9674,5704,37
2025-01-31 22:43:46 +0200,90.0,11108,6486,9593,5704,37
2025-01-31 22:43:47 +0200,91.0,11111,6373,9604,5704,37
2025-01-31 22:43:48 +0200,91.0,11117,5748,9159,5704,37
2025-01-31 22:43:49 +0200,90.0,11108,5701,8767,5704,37
2025-01-31 22:43:50 +0200,91.0,11105,5543,8563,5704,37
2025-01-31 22:43:51 +0200,91.0,11104,5891,8862,5705,37
2025-01-31 22:43:52 +0200,90.0,11098,6246,9202,5705,37
2025-01-31 22:43:53 +0200,91.0,11124,6288,9592,5705,37
2025-01-31 22:43:54 +0200,90.0,11106,6201,9611,5705,37
2025-01-31 22:43:55 +0200,90.0,11112,6035,9658,5705,37
2025-01-31 22:43:56 +0200,91.0,11092,5726,9606,5705,37
2025-01-31 22:43:57 +0200,90.0,11111,5260,9327,5705,37
2025-01-31 22:43:58 +0200,90.0,11112,5444,9021,5705,37
2025-01-31 22:43:59 +0200,91.0,11109,5458,8673,5705,37
2025-01-31 22:44:00 +0200,91.0,11104,5250,8397,5705,37
2025-01-31 22:44:01 +0200,90.0,11100,5338,8321,5705,37
2025-01-31 22:44:02 +0200,91.0,11120,5440,8512,5705,37
2025-01-31 22:44:03 +0200,90.0,11109,5460,8327,5706,37
2025-01-31 22:44:04 +0200,91.0,11109,5749,8262,5706,37
2025-01-31 22:44:05 +0200,91.0,11112,5953,8302,5706,37
2025-01-31 22:44:06 +0200,91.0,11097,6377,8740,5706,37
2025-01-31 22:44:08 +0200,91.0,11107,6551,9185,5706,37
2025-01-31 22:44:09 +0200,90.0,11101,6360,9454,5706,37
2025-01-31 22:44:10 +0200,91.0,11118,6247,9467,5706,37
2025-01-31 22:44:11 +0200,91.0,11103,5786,9387,5706,37
2025-01-31 22:44:12 +0200,90.0,11121,5741,9373,5706,37
2025-01-31 22:44:13 +0200,90.0,11106,5329,9215,5706,37
2025-01-31 22:44:14 +0200,90.0,11096,5343,9222,5707,37
2025-01-31 22:44:15 +0200,91.0,11102,4943,8906,5707,37
2025-01-31 22:44:16 +0200,91.0,11110,4361,8351,5707,37
2025-01-31 22:44:17 +0200,90.0,11109,4853,8263,5707,37
2025-01-31 22:44:18 +0200,90.0,11110,5405,8369,5707,37
2025-01-31 22:44:19 +0200,91.0,11104,5786,8542,5707,37
2025-01-31 22:44:20 +0200,90.0,11109,6044,8690,5707,37
2025-01-31 22:44:21 +0200,90.0,11107,5976,8700,5707,37
2025-01-31 22:44:22 +0200,91.0,11103,6213,8875,5707,37
2025-01-31 22:44:23 +0200,91.0,11101,6347,9248,5708,37
2025-01-31 22:44:24 +0200,90.0,11127,6094,9344,5708,37
2025-01-31 22:44:25 +0200,91.0,11099,5599,9400,5708,37
2025-01-31 22:44:26 +0200,90.0,11100,5588,9417,5708,37
2025-01-31 22:44:27 +0200,91.0,11117,5160,9174,5708,37
2025-01-31 22:44:28 +0200,90.0,11111,4665,8615,5708,37
2025-01-31 22:44:29 +0200,91.0,11106,4770,8436,5708,37
2025-01-31 22:44:30 +0200,91.0,11104,4945,8665,5708,37
2025-01-31 22:44:31 +0200,90.0,11105,5341,8606,5708,37
2025-01-31 22:44:32 +0200,90.0,11106,6100,8928,5708,37
2025-01-31 22:44:33 +0200,91.0,11129,6265,9022,5708,37
2025-01-31 22:44:34 +0200,90.0,11108,6164,9101,5708,37
2025-01-31 22:44:35 +0200,91.0,11092,5951,9068,5708,37
2025-01-31 22:44:36 +0200,90.0,11116,5665,9101,5688,37
2025-01-31 22:44:37 +0200,91.0,11098,5781,9186,5688,37
2025-01-31 22:44:38 +0200,91.0,11094,5971,9245,5689,37
2025-01-31 22:44:39 +0200,90.0,11113,5598,9197,5689,37
2025-01-31 22:44:40 +0200,91.0,11111,5318,9240,5689,37
2025-01-31 22:44:41 +0200,90.0,11103,5199,9369,5689,37
2025-01-31 22:44:42 +0200,90.0,11114,5192,9540,5689,37
2025-01-31 22:44:43 +0200,91.0,11113,4912,9319,5689,37
2025-01-31 22:44:44 +0200,90.0,11111,4761,8896,5693,37
2025-01-31 22:44:45 +0200,90.0,11105,5538,8528,5693,37
2025-01-31 22:44:46 +0200,90.0,11108,5929,8464,5693,37
2025-01-31 22:44:47 +0200,91.0,11103,5943,8240,5693,37
2025-01-31 22:44:48 +0200,91.0,11111,5914,8207,5693,37
2025-01-31 22:44:49 +0200,90.0,11110,6157,8233,5694,37
2025-01-31 22:44:50 +0200,90.0,11105,6350,8575,5694,37
2025-01-31 22:44:51 +0200,91.0,11106,6097,8585,5694,37
2025-01-31 22:44:52 +0200,90.0,11108,6239,8769,5698,37
