time,FPS,appCPU (us),renderCPU (us),appGPU (us),VRAM (MB),VRAM (%)
2025-01-29 23:08:28 +0200,22.0,46885,429,986,7539,49
2025-01-29 23:08:29 +0200,22.0,46873,405,949,7333,47
2025-01-29 23:08:30 +0200,22.0,46901,426,958,7827,51
2025-01-29 23:08:32 +0200,15.0,138987,453,1017,3803,24
2025-01-29 23:08:33 +0200,13.0,83684,6165,6183,3280,21
2025-01-29 23:08:34 +0200,60.0,16621,3088,5099,5784,37
2025-01-29 23:08:35 +0200,91.0,11100,2441,4933,5784,37
2025-01-29 23:08:36 +0200,91.0,11111,2256,4763,5787,37
2025-01-29 23:08:37 +0200,91.0,11108,2295,4774,5787,37
2025-01-29 23:08:38 +0200,90.0,11112,3098,5736,6607,43
2025-01-29 23:08:39 +0200,90.0,11108,4948,7706,6862,44
2025-01-29 23:08:40 +0200,91.0,11099,5893,8330,7881,51
2025-01-29 23:08:41 +0200,90.0,11108,6330,8365,8239,53
2025-01-29 23:08:42 +0200,90.0,11111,5778,8311,8239,53
2025-01-29 23:08:43 +0200,91.0,11115,5989,8631,8239,53
2025-01-29 23:08:44 +0200,87.0,11530,9251,10538,8841,57
2025-01-29 23:08:45 +0200,84.0,11986,9789,11072,8841,57
2025-01-29 23:08:46 +0200,85.0,11860,9567,10923,8841,57
2025-01-29 23:08:47 +0200,88.0,11476,9085,10532,8841,57
2025-01-29 23:08:48 +0200,90.0,11226,9001,10324,8842,57
2025-01-29 23:08:49 +0200,89.0,11273,8993,10360,8842,57
2025-01-29 23:08:50 +0200,90.0,11125,8756,10236,8842,57
2025-01-29 23:08:51 +0200,88.0,11470,8894,10461,8843,57
2025-01-29 23:08:52 +0200,88.0,11439,8816,10319,8843,57
2025-01-29 23:08:53 +0200,86.0,11661,8980,10343,8885,58
2025-01-29 23:08:54 +0200,90.0,11203,8715,10368,8886,58
2025-01-29 23:08:55 +0200,90.0,11119,8346,9956,8886,58
2025-01-29 23:08:56 +0200,89.0,11267,8748,10351,8887,58
2025-01-29 23:08:57 +0200,89.0,11383,8988,10344,8901,58
2025-01-29 23:08:58 +0200,89.0,11297,8910,10306,8902,58
2025-01-29 23:08:59 +0200,86.0,11637,9187,10543,8901,58
2025-01-29 23:09:00 +0200,84.0,12027,9239,10675,8901,58
2025-01-29 23:09:01 +0200,89.0,11319,8687,10165,8902,58
2025-01-29 23:09:02 +0200,89.0,11251,8825,10231,8903,58
2025-01-29 23:09:03 +0200,91.0,11096,8286,10005,8990,58
2025-01-29 23:09:04 +0200,87.0,11555,7589,9683,9049,59
2025-01-29 23:09:05 +0200,91.0,11100,6786,8911,9050,59
2025-01-29 23:09:06 +0200,90.0,11119,6647,8744,9052,59
2025-01-29 23:09:07 +0200,91.0,11103,6612,8811,9055,59
2025-01-29 23:09:08 +0200,90.0,11101,6900,8839,9055,59
2025-01-29 23:09:09 +0200,89.0,11240,8509,9964,9058,59
2025-01-29 23:09:10 +0200,89.0,11264,8933,10278,9058,59
2025-01-29 23:09:11 +0200,88.0,11388,8832,10254,9173,60
2025-01-29 23:09:12 +0200,90.0,11155,8510,10009,9173,60
2025-01-29 23:09:13 +0200,91.0,11092,8698,10164,9173,60
2025-01-29 23:09:14 +0200,89.0,11255,8555,10288,9204,60
2025-01-29 23:09:15 +0200,86.0,11717,9314,10616,9204,60
2025-01-29 23:09:16 +0200,84.0,11919,9300,10678,9236,60
2025-01-29 23:09:17 +0200,79.0,12740,9978,11325,9247,60
2025-01-29 23:09:18 +0200,88.0,11432,8676,10230,9274,60
2025-01-29 23:09:19 +0200,89.0,11273,7908,9480,9284,60
2025-01-29 23:09:20 +0200,91.0,11074,7476,9383,9292,60
2025-01-29 23:09:21 +0200,90.0,11113,7678,9340,9293,60
2025-01-29 23:09:22 +0200,90.0,11135,7937,9521,9295,60
2025-01-29 23:09:23 +0200,91.0,11074,7906,9584,9297,60
2025-01-29 23:09:24 +0200,90.0,11112,7893,9492,9299,60
2025-01-29 23:09:25 +0200,91.0,11103,7623,9332,9301,60
2025-01-29 23:09:26 +0200,90.0,11110,7418,8999,9305,60
2025-01-29 23:09:27 +0200,90.0,11104,7633,9223,9308,60
2025-01-29 23:09:28 +0200,91.0,11120,7321,9001,9309,60
2025-01-29 23:09:29 +0200,91.0,11100,7283,9042,9313,60
2025-01-29 23:09:31 +0200,91.0,11110,7367,8900,9315,60
2025-01-29 23:09:32 +0200,91.0,11105,7095,8796,9320,60
2025-01-29 23:09:33 +0200,90.0,11113,4409,8154,9324,61
2025-01-29 23:09:34 +0200,90.0,11100,6968,8881,9326,61
2025-01-29 23:09:35 +0200,91.0,11096,7479,9144,9328,61
2025-01-29 23:09:36 +0200,90.0,11115,7014,8953,9329,61
2025-01-29 23:09:37 +0200,91.0,11127,7052,8988,9332,61
2025-01-29 23:09:38 +0200,91.0,11115,6661,8749,9333,61
2025-01-29 23:09:39 +0200,90.0,11115,6542,8545,9335,61
2025-01-29 23:09:40 +0200,91.0,11080,6777,9089,9336,61
2025-01-29 23:09:41 +0200,90.0,11116,5629,8774,9336,61
2025-01-29 23:09:42 +0200,91.0,11098,6482,8442,9337,61
2025-01-29 23:09:43 +0200,90.0,11108,6533,8583,9340,61
2025-01-29 23:09:44 +0200,90.0,11128,6793,8925,9342,61
2025-01-29 23:09:45 +0200,91.0,11092,6792,8935,9343,61
2025-01-29 23:09:46 +0200,90.0,11106,7248,9402,9344,61
2025-01-29 23:09:47 +0200,91.0,11095,7650,9695,9345,61
2025-01-29 23:09:48 +0200,91.0,11120,7446,9582,9356,61
2025-01-29 23:09:49 +0200,91.0,11090,7795,9798,9356,61
2025-01-29 23:09:50 +0200,87.0,11527,8447,10201,7077,46
2025-01-29 23:09:51 +0200,91.0,11073,8262,9959,7276,47
2025-01-29 23:09:52 +0200,90.0,11122,8129,9946,7325,47
2025-01-29 23:09:53 +0200,81.0,12402,9478,11146,7327,47
2025-01-29 23:09:54 +0200,85.0,11823,8885,10337,7359,48
2025-01-29 23:09:55 +0200,91.0,11071,8200,9774,7361,48
2025-01-29 23:09:56 +0200,90.0,11164,7423,9102,7365,48
2025-01-29 23:09:57 +0200,90.0,11117,6931,8507,7416,48
2025-01-29 23:09:58 +0200,91.0,11085,7242,8796,7419,48
2025-01-29 23:09:59 +0200,91.0,11115,7401,9055,7420,48
2025-01-29 23:10:00 +0200,90.0,11092,7762,9378,7484,48
2025-01-29 23:10:01 +0200,89.0,11279,8434,9851,7695,50
2025-01-29 23:10:02 +0200,91.0,11079,7471,9208,7696,50
2025-01-29 23:10:03 +0200,90.0,11112,6350,8954,7701,50
2025-01-29 23:10:04 +0200,91.0,11109,7545,9336,7707,50
2025-01-29 23:10:05 +0200,91.0,11105,7011,8983,7711,50
2025-01-29 23:10:06 +0200,91.0,11108,6882,8886,7714,50
2025-01-29 23:10:07 +0200,90.0,11107,6811,8797,7717,50
2025-01-29 23:10:08 +0200,90.0,11103,7536,9440,7720,50
2025-01-29 23:10:09 +0200,91.0,11104,8006,9847,7721,50
2025-01-29 23:10:10 +0200,91.0,11098,8222,9932,7722,50
2025-01-29 23:10:11 +0200,87.0,11492,8561,10109,7750,50
2025-01-29 23:10:12 +0200,92.0,10994,7402,9656,7752,50
2025-01-29 23:10:13 +0200,90.0,11119,6828,9276,7842,51
2025-01-29 23:10:14 +0200,91.0,11078,7494,9333,7857,51
2025-01-29 23:10:15 +0200,88.0,11426,8901,10217,7886,51
2025-01-29 23:10:16 +0200,87.0,11590,9279,10644,7891,51
2025-01-29 23:10:17 +0200,92.0,10979,8154,9566,7908,51
2025-01-29 23:10:18 +0200,90.0,11108,7554,9330,7918,51
2025-01-29 23:10:19 +0200,90.0,11109,7780,9339,7926,51
2025-01-29 23:10:20 +0200,91.0,11109,7908,9577,7927,51
2025-01-29 23:10:21 +0200,90.0,11111,7791,9577,7928,51
2025-01-29 23:10:22 +0200,89.0,11333,8726,10166,7968,52
2025-01-29 23:10:23 +0200,87.0,11543,9275,10616,7973,52
2025-01-29 23:10:24 +0200,89.0,11294,8816,10268,7975,52
2025-01-29 23:10:25 +0200,91.0,11091,8360,9785,7986,52
2025-01-29 23:10:26 +0200,89.0,11246,8706,10150,7987,52
2025-01-29 23:10:27 +0200,91.0,11096,8432,9918,7996,52
2025-01-29 23:10:28 +0200,91.0,11028,7906,9525,8004,52
2025-01-29 23:10:29 +0200,91.0,11112,7517,9694,8007,52
2025-01-29 23:10:30 +0200,90.0,11095,7076,9005,8007,52
2025-01-29 23:10:31 +0200,91.0,11107,7178,8762,8008,52
2025-01-29 23:10:32 +0200,90.0,11123,7373,8873,8012,52
2025-01-29 23:10:33 +0200,91.0,11107,6938,8586,8015,52
2025-01-29 23:10:34 +0200,91.0,11106,6274,8377,8060,52
2025-01-29 23:10:35 +0200,91.0,11113,6737,8574,8288,54
2025-01-29 23:10:36 +0200,90.0,11103,6512,8376,8317,54
2025-01-29 23:10:37 +0200,91.0,11107,6838,9121,8330,54
2025-01-29 23:10:38 +0200,91.0,11122,7289,9441,8332,54
2025-01-29 23:10:39 +0200,91.0,11083,6922,9305,8349,54
2025-01-29 23:10:40 +0200,91.0,11114,6908,9316,8350,54
2025-01-29 23:10:41 +0200,90.0,11120,6581,9145,8373,54
2025-01-29 23:10:42 +0200,91.0,11103,6561,9174,8374,54
2025-01-29 23:10:43 +0200,91.0,11100,6157,9114,8386,54
2025-01-29 23:10:44 +0200,91.0,11113,6098,9217,8389,54
2025-01-29 23:10:45 +0200,91.0,11107,6179,9091,8394,54
2025-01-29 23:10:46 +0200,90.0,11110,6382,9061,8395,54
2025-01-29 23:10:47 +0200,91.0,11099,7239,9435,8409,55
2025-01-29 23:10:48 +0200,90.0,11110,7249,9514,8410,55
2025-01-29 23:10:49 +0200,90.0,11112,7047,9148,8411,55
2025-01-29 23:10:50 +0200,90.0,11111,6801,8988,8422,55
2025-01-29 23:10:51 +0200,91.0,11104,6587,8825,8422,55
2025-01-29 23:10:52 +0200,90.0,11114,6254,8826,8423,55
2025-01-29 23:10:53 +0200,90.0,11105,6182,8665,8426,55
2025-01-29 23:10:54 +0200,91.0,11106,5528,8550,8427,55
2025-01-29 23:10:55 +0200,90.0,11107,6141,8611,8450,55
2025-01-29 23:10:56 +0200,90.0,11113,6379,8910,8450,55
2025-01-29 23:10:57 +0200,91.0,11113,6461,8903,8452,55
2025-01-29 23:10:58 +0200,90.0,11115,6112,8947,8453,55
2025-01-29 23:10:59 +0200,91.0,11083,6572,9558,8455,55
2025-01-29 23:11:00 +0200,91.0,11103,6558,9819,8456,55
2025-01-29 23:11:01 +0200,90.0,11117,7215,9613,8472,55
2025-01-29 23:11:02 +0200,91.0,11111,5879,8671,8472,55
2025-01-29 23:11:03 +0200,90.0,11114,3790,8022,8473,55
2025-01-29 23:11:04 +0200,90.0,11103,3779,7877,8473,55
2025-01-29 23:11:05 +0200,90.0,11102,5294,8576,8474,55
2025-01-29 23:11:06 +0200,91.0,11109,5253,8829,8474,55
2025-01-29 23:11:07 +0200,90.0,11112,5285,8923,8475,55
2025-01-29 23:11:08 +0200,91.0,11106,4633,8642,8477,55
2025-01-29 23:11:09 +0200,90.0,11111,4783,8254,8478,55
2025-01-29 23:11:10 +0200,90.0,11107,4197,7864,8479,55
2025-01-29 23:11:11 +0200,91.0,11106,6130,9249,8480,55
2025-01-29 23:11:12 +0200,91.0,11108,6038,8997,8481,55
2025-01-29 23:11:13 +0200,90.0,11110,6035,8885,8482,55
2025-01-29 23:11:14 +0200,91.0,11102,6040,9057,8484,55
2025-01-29 23:11:15 +0200,90.0,11112,6100,9218,8484,55
2025-01-29 23:11:16 +0200,91.0,11096,6121,9125,8485,55
2025-01-29 23:11:17 +0200,90.0,11115,6132,9176,8486,55
2025-01-29 23:11:18 +0200,90.0,11107,5977,9205,8486,55
2025-01-29 23:11:19 +0200,91.0,11125,6139,9222,8487,55
2025-01-29 23:11:20 +0200,91.0,11086,5974,9164,8489,55
2025-01-29 23:11:21 +0200,91.0,11111,5806,9048,8489,55
2025-01-29 23:11:22 +0200,90.0,11125,6225,9049,8490,55
2025-01-29 23:11:23 +0200,91.0,11094,6507,9236,8491,55
2025-01-29 23:11:24 +0200,91.0,11102,6134,9123,8514,55
2025-01-29 23:11:25 +0200,90.0,11109,6315,9179,8549,55
2025-01-29 23:11:26 +0200,91.0,11108,6528,9235,8611,56
2025-01-29 23:11:27 +0200,90.0,11110,6601,9125,8619,56
2025-01-29 23:11:28 +0200,90.0,11108,7123,9222,8627,56
2025-01-29 23:11:29 +0200,90.0,11105,7225,9358,8645,56
2025-01-29 23:11:30 +0200,91.0,11116,6829,9306,8646,56
2025-01-29 23:11:31 +0200,91.0,11101,6664,9487,8697,56
2025-01-29 23:11:32 +0200,91.0,11102,6657,9570,8699,56
2025-01-29 23:11:33 +0200,90.0,11106,7055,9636,8730,57
2025-01-29 23:11:34 +0200,90.0,11114,6899,9169,8734,57
2025-01-29 23:11:35 +0200,91.0,11111,7322,9254,8735,57
2025-01-29 23:11:36 +0200,90.0,11107,7927,9549,8776,57
2025-01-29 23:11:37 +0200,91.0,11126,7961,9666,8808,57
2025-01-29 23:11:38 +0200,91.0,11085,7995,9523,8815,57
2025-01-29 23:11:39 +0200,91.0,11113,7706,9293,8816,57
2025-01-29 23:11:40 +0200,91.0,11106,6169,8509,8816,57
2025-01-29 23:11:41 +0200,91.0,11113,4660,8391,8817,57
2025-01-29 23:11:42 +0200,90.0,11111,4615,8312,8839,57
2025-01-29 23:11:43 +0200,90.0,11111,5418,8272,8911,58
2025-01-29 23:11:44 +0200,91.0,11090,7127,9098,8912,58
2025-01-29 23:11:45 +0200,90.0,11112,7173,9500,8912,58
2025-01-29 23:11:46 +0200,91.0,11099,6722,9370,8912,58
2025-01-29 23:11:47 +0200,91.0,11103,6898,9585,8913,58
2025-01-29 23:11:48 +0200,90.0,11102,7036,9812,8923,58
2025-01-29 23:11:49 +0200,90.0,11121,7151,9820,8924,58
2025-01-29 23:11:50 +0200,90.0,11106,6888,9640,8927,58
2025-01-29 23:11:51 +0200,91.0,11111,6971,9656,8929,58
2025-01-29 23:11:52 +0200,91.0,11096,7388,9871,8932,58
2025-01-29 23:11:53 +0200,90.0,11107,7791,10077,8932,58
2025-01-29 23:11:54 +0200,90.0,11127,7549,9833,8931,58
2025-01-29 23:11:55 +0200,91.0,11115,7107,9776,8932,58
2025-01-29 23:11:56 +0200,90.0,11119,6429,9324,8933,58
2025-01-29 23:11:57 +0200,91.0,11094,5568,9413,8933,58
2025-01-29 23:11:58 +0200,86.0,11615,5420,9413,8933,58
2025-01-29 23:11:59 +0200,91.0,11113,4460,8810,8933,58
2025-01-29 23:12:00 +0200,90.0,11107,4202,8201,8933,58
2025-01-29 23:12:01 +0200,90.0,11110,6509,8754,8955,58
2025-01-29 23:12:02 +0200,91.0,11113,7085,9105,8956,58
